0f000f000f000900e9c4e9cee9ee6d6a6ffa27ce23ce2182218221ee21ce21c4001000300030003098339c33bcb7b4b6b4b6be349f3485348534bdf49ce498248000c000c000c000c36ec3eec3fec1b6c1b2c3b2c7b2c6b2c6b2c7e2c3e203420090009000f000f05cf07c60fe60f660f760f760f7e0f7f0f7f0f69094909490,Presents from X
1f003f003f002300233c233e333e3f203f303b3c3b3c33663366737e637c435c000700070002000042c266e766f76677666776e736c73c873c071cf71cf70ce60000000000000000e170f3fdf3fd38c030c0f3f9e3f9c3d983cdfbf9fbf960700020002000300070c870f871fc719c319c319c319c339c739d739de399c399c1,Ravissant
0f003f003f0033002300233c333c33343f203f383b3c332e33263372637e637c0006000700030000000042e366e76667667766f736e73ee33e033c333cf31cf30000000000000000000072f9f3f9b3f938c0f1f0f1f0e3f983cd9bcdfbfdfbf900000020003000300070f8f1fcf1bc719c719c319c319c339c731d730de30de3,Ravissant
c000e000ff1fff3ffe3f70003800fc1ffc1ffe1f1f181e181818381cf81ff81ffe3ffe3f06300630f633f6333633363336333633f633f63306300630fe3ffe3f1c3c1c3c1c3c1c3c1c1c1c1c1e1c5e1cfe1cfc1c7c1e180e000e000e000f0007c006c0060000000000000000000007c007c000000000000000000000c006c006,右回り
7ffe7ffe080008007f7c5b7c7f445f4c4f7c7f7c7f303e103f946b96499e081018001900190018001800180018f018f398f3d803f801f800f8007900390000000080c087c08fc0cf00c600860786078707878087808fc0cdc0dde018601800003c003d0027003f003f0001007f003f803f803f007f003f003f003e007e003c10,東京レース場
08107ffe1cfc3e007f007f7c497c7f44487c7e7c3e103e103e966b96491a08100000190019001900180018c018f018f398f3d8f3f801f80078003800180000000080c087c08fc08f0086078607860786078380878087c0cfe0cce018601800003d183d003d003f003f003f0001007f801f007f007f003f003e003f003c003410,東京レース場
0487c4ff007f007f80ff80ff9fff9ee79ce798ff98e798ff18003c00fcffecff81ff83ff00fe00fe81ff81ff81ff01fc01fcc1ff818081988019c039c7f987f87f007f007f000f007f007f007f003f10ff10ff01c30043007e00ff00ff01df00f803f0010000000000000000000000c000c00000000000000000000000000000,道悪
0081ccffeeff003e003e80ff80e79fff9e87988798ff18ff3cfffeeffeff06f8000083ff07fc80ff80ff81ff81ff01fe81ff81ff01c0819f819f833983f801e00000ff017f007f00ff00ff007f000f007f00ff0037007700ff00ff00df010000e000e0000000000000000000000000c000c000c0000000000000000000000000,道悪
f0c0f0c0f8cff80fe007c003f003fc0fffcfffcff0c0f0e0f0f0f0f0f0f0f000ff03ff0fff0fff0fcf0fcf0fcf0fcf0fc30fc30fc303c303e103f003f003c00000c0f8fff8ff00000000f8fffcff7cfe7cfe7cf87cfc7cfe7ce03fe008ff00000330ff3fff3f00000000ff07ff07ff070f06031e3f3e7f3e7f3e7ffeff1f0000,初嵐
08207ffc1cfc1c001c007ffc49fc7f8c49fc7efc3e203e207eaceb2c4934083000003300330033003100310031c031e631e631c7b007f103f101f300310000000000003f003f003f003800180f181f181f1c0f1c003e003f8077806380610000f481b401f401fe01fe01fe010400fc037400fc03fe03fe01fe01f801f0018081,東京レース場
